site_name,url,title,date,facebook_total,facebook_likes,facebook_shares,facebook_comments
Straits Times,https://www.straitstimes.com/singapore/health/coronavirus-more-covid-19-tests-will-be-done-in-singapore-as-economy-reopens,Coronavirus: More Covid-19 tests will be done in Singapore as economy reopens,18/6/20,3452,2230,970,252
Straits Times,https://www.straitstimes.com/singapore/courts-crime/coronavirus-woman-caught-not-wearing-mask-in-sun-plaza-tells-court-she-has,Coronavirus: Woman caught not wearing mask in Sun Plaza tells court she has multiple personalities,12/6/20,6574,4153,899,1522
Straits Times,https://www.straitstimes.com/singapore/health/386-new-coronavirus-cases-in-singapore-including-2-in-community,"386 new coronavirus cases in Singapore, including 2 in community",8/6/20,5673,3905,1229,540
Straits Times,https://www.straitstimes.com/singapore/health/five-antibodies-that-fight-covid-19-discovered-by-singapores-national-defence-rd,Five antibodies that fight Covid-19 discovered by Singapore's national defence R&D organisation,17/6/20,35617,27898,6273,1446
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-jun-17-community-cases-citizen-pr-dormitory-workers-12843354,"Singapore reports 247 new COVID-19 cases, including 5 in the community",17/6/20,10578,7664,1903,1011
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-aia-singapore-1000-work-from-home-twitter-facebook-12843756,"COVID-19: AIA Singapore employees to receive S$1,000 in work from home assistance scheme",17/6/20,7942,6097,1052,793
Channel News Asia,https://www.channelnewsasia.com/news/singapore/singapore-scientists-5-antibodies-covid19-human-trials-12844014,"Singapore scientists discover 5 antibodies that can combat COVID-19, human trials to commence in coming months",17/6/20,5319,3842,1204,273
Straits Times,http://www.straitstimes.com:80/singapore/experts-warn-against-letting-guard-down-as-community-cases-inch-up,Coronavirus: Experts warn against letting guard down as community cases inch up,30/6/20,5393,3247,1419,727
Straits Times,https://www.straitstimes.com/singapore/344-new-coronavirus-cases-in-singapore-including-7-in-community,"344 new coronavirus cases in Singapore, including 7 in community",6/6/20,5380,3812,1193,375
Straits Times,https://www.straitstimes.com/singapore/247-new-covid-19-cases-in-singapore-including-5-in-the-community,"247 new Covid-19 cases in Singapore, including 5 in community",17/6/20,4722,3107,1012,603
Straits Times,https://www.straitstimes.com/singapore/coronavirus-18-people-at-social-gathering-in-compassvale-home-to-be-charged-with-flouting,Coronavirus: 18 people at social gathering in Compassvale home to be charged with flouting circuit breaker rules,21/7/20,4589,2672,1199,718
Straits Times,https://www.straitstimes.com/singapore/health/coronavirus-face-masks-to-be-default-option-for-people-when-out-face-shields-dont,"Coronavirus: Face masks to be default option for people when out, face shields don't provide enough protection",1/6/20,4569,2328,1306,935
Channel News Asia,https://www.channelnewsasia.com/news/singapore/singapore-start-human-trials-covid-19-vaccine-august-coronavirus-12840388,Singapore scientists to start human trials of COVID-19 vaccine in August,16/6/20,15844,12156,2606,1082
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-jun-16-community-cases-citizen-pr-dormitory-workers-12839050,"Singapore reports 151 new COVID-19 cases, including 2 in the community",16/6/20,14703,10496,2473,1736
Straits Times,https://www.straitstimes.com/singapore/health/coronavirus-2-year-old-singaporean-girl-among-18-new-community-cases,Coronavirus: 2-year-old Singaporean girl among 18 new community cases,6/7/20,4305,2712,1098,495
Today Online,https://www.todayonline.com/singapore/new-covid-19-cases-june-16,151 new Covid-19 cases in Singapore; daily tally falls below 200 for first time in over 2 months,16/6/20,3138,2499,388,251
Straits Times,https://www.straitstimes.com/asia/se-asia/thailand-reports-no-new-coronavirus-cases-no-new-deaths,"Thailand reports no new coronavirus cases, no new deaths",11/6/20,3892,3082,441,369
Straits Times,https://www.straitstimes.com/singapore/coronavirus-egg-distributors-struggling-to-deal-with-oversupply,Coronavirus: Egg distributors struggling to deal with oversupply,19/6/20,3858,2294,606,958
Straits Times,https://www.straitstimes.com/singapore/two-baby-girls-among-new-imported-coronavirus-cases,Two baby girls among new imported coronavirus cases,18/7/20,3811,2287,634,891
Today Online,https://www.todayonline.com/singapore/cleaner-still-overcrowded-say-recovered-foreign-workers-returning-virus-free-dorms,"Cleaner but still crowded, say recovered foreign workers returning to ‘virus-free’ dorms",13/6/20,3703,2135,456,1113
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-phase-2-of-reopening-to-start-from-jun-19-social-12835758,"COVID-19: Phase 2 of reopening to start from Jun 19, social gatherings of up to five persons allowed",15/6/20,192415,117269,30989,44157
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-jun-15-214-cases-moh-community-dormitory-workers-12835312,"Singapore reports 214 new COVID-19 cases, including 3 in the community",15/6/20,10088,7398,1725,965
Straits Times,https://www.straitstimes.com/singapore/travellers-entering-spore-from-june-18-will-be-tested-before-end-of-their-stay-home-notice,Travellers to pay for Covid-19 tests and SHN stays ,15/6/20,9387,5744,2178,1465
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-first-imported-case-bangladeshi-national-12834458,Bangladeshi diagnosed with COVID-19 is Singapore's first imported case in more than a month,15/6/20,5400,3294,838,1268
Straits Times,https://www.straitstimes.com/singapore/health/working-from-home-will-continue-to-be-the-default-in-phase-2-to-reduce-transmission,Working from home will continue to be default in phase 2 to reduce Covid-19 transmission: Lawrence Wong,15/6/20,5098,2947,1581,570
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-imported-bangladeshi-national-travel-restriction-waived-12836654,Travel restriction waived on medical grounds for Bangladeshi diagnosed with COVID-19 in Singapore,15/6/20,3776,2179,426,1171
Yahoo Singapore,https://sg.news.yahoo.com/covid-19-phase-2-reopening-to-start-on-friday-social-groups-and-household-visitors-capped-at-5-111600945.html,"COVID-19: Phase 2 reopening to start on Friday, social groups and household visitors capped at 5",15/6/20,3499,2156,562,781
Straits Times,https://www.straitstimes.com/singapore/coronavirus-singapore-will-work-to-develop-and-distribute-vaccines-fairly-and-quickly-to,"Coronavirus: Singapore will work to develop and distribute vaccines fairly and quickly to all countries, says PM Lee",28/6/20,3283,2545,502,237
Straits Times,https://www.straitstimes.com/business/companies-markets/mujis-us-business-files-for-bankruptcy-protection-over-coronavirus,Muji's US business files for bankruptcy protection over coronavirus,10/7/20,3214,2208,747,259
Straits Times,https://www.straitstimes.com/singapore/courts-crime/coronavirus-woman-sneezed-in-security-guards-direction-on-purpose-after,Coronavirus: Woman sneezed in security guard's direction on purpose after failing to wear mask,30/6/20,3023,1878,483,662
Straits Times,https://www.straitstimes.com/singapore/health/47-students-in-close-contact-with-schoolmate-who-tested-positive-for-covid-19-are,47 students in close contact with schoolmate who tested positive for Covid-19 are well,14/6/20,10763,6521,2763,1480
Straits Times,https://www.straitstimes.com/singapore/health/407-new-covid-19-cases-in-singapore-including-9-in-community,"407 new Covid-19 cases in Singapore, including 9 in community",14/6/20,6620,4453,1342,825
Today Online,https://www.todayonline.com/singapore/covid-19-47-students-12-staff-members-st-anthonys-canossian-sec-under-quarantine-leave,"Covid-19: 47 students, 12 staff members from St Anthony’s Canossian Sec under quarantine, on leave of absence",14/6/20,5203,3131,1149,923
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-man-arrested-osa-whatsapp-message-phase-2-12833794,COVID-19: Public servant arrested under OSA for allegedly sharing classified information about Phase 2,14/6/20,4288,2542,963,783
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-40000-june-13-singapore-moh-new-community-cases-12832134,"Singapore's COVID-19 cases rise past 40,000 with 347 new infections",13/6/20,20896,14453,3166,3277
Straits Times,https://www.straitstimes.com/singapore/health/73-year-old-sporean-man-from-safra-jurong-cluster-dies-of-covid-19-complications-15,73-year-old S'porean man from Safra Jurong cluster dies of Covid-19 complications; 15-year-old student among new cases,13/6/20,6135,4010,1503,622
Straits Times,https://www.straitstimes.com/singapore/347-new-covid-19-cases-in-singapore-including-5-in-community,"347 new Covid-19 cases in Singapore, including 5 in community",13/6/20,5684,3838,1316,530
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-death-safra-jurong-cluster-12832678,73-year-old man linked to SAFRA Jurong cluster dies of COVID-19,13/6/20,4256,3714,352,190
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-june-12-18-community-cases-citizen-dormitory-workers-12828692,"463 new COVID-19 cases in Singapore, including 18 in the community",12/6/20,23939,15056,4665,4220
Channel News Asia,https://www.channelnewsasia.com/news/sport/singapore-grand-prix-cancelled-f1-2020-covid-19-12829704,2020 Singapore Grand Prix cancelled due to 'continuing nationwide restrictions' brought about by COVID-19 pandemic,12/6/20,17691,11606,3750,2336
Straits Times,https://www.straitstimes.com/singapore/health/463-new-covid-19-cases-in-spore-including-18-in-community,"463 new Covid-19 cases in Singapore, including 18 in community",12/6/20,15981,9790,2689,3502
Straits Times,https://www.straitstimes.com/sport/formula-one/singapore-f1-cancel-night-race-2020-over-covid-19-restrictions,"Singapore, F1 cancel night race 2020 over Covid-19 restrictions",12/6/20,3782,2550,649,583
Straits Times,https://www.straitstimes.com/singapore/6-singaporeans-working-in-dorms-among-18-new-covid-19-cases,6 Singaporeans working in dorms among 18 new Covid-19 cases,12/6/20,3419,2123,822,474
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-jun-11-5-community-cases-12825402,"Singapore reports 422 new COVID-19 cases, including 5 cases in the community",11/6/20,9188,6518,1925,745
Straits Times,https://www.straitstimes.com/singapore/health/422-covid-19-cases-in-spore-including-5-in-community,"422 Covid-19 cases in S'pore, including 5 in community",11/6/20,6829,4482,1488,859
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-quarantine-order-construction-worker-fined-12825884,Construction worker fined for breaching COVID-19 quarantine order to go to a bank,11/6/20,3959,2565,503,891
Today Online,https://www.todayonline.com/singapore/jem-pioneer-mall-among-places-visited-covid-19-cases-while-infectious,"Jem, Pioneer Mall among places visited by Covid-19 cases while infectious",11/6/20,3026,1580,990,456
Today Online,https://www.todayonline.com/singapore/singapore-begin-first-human-trial-next-week-potential-covid-19-treatment,Singapore to begin first human trial for potential Covid-19 treatment ,10/6/20,24592,17881,5040,1671
Straits Times,https://www.straitstimes.com/singapore/singapore-to-start-clinical-trials-for-potential-covid-19-treatment,Singapore to start clinical trials for potential Covid-19 treatment,10/6/20,15355,11523,2781,1051
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-jun-10-community-dormitories-moh-12821772,"Singapore reports 451 new COVID-19 infections, 7 cases in the community",10/6/20,14341,10005,2579,1757
Straits Times,https://www.straitstimes.com/singapore/health/451-new-covid-19-cases-in-singapore-including-7-in-community,"451 new Covid-19 cases in Singapore, including 7 in community",10/6/20,7925,5107,1744,1074
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-singapore-treatment-antibody-coronavirus-tychan-12822570,Singapore company to start clinical safety trials in humans for potential COVID-19 treatment,10/6/20,6997,5617,1051,329
Straits Times,https://www.straitstimes.com/singapore/remdesivir-approved-for-covid-19-treatment-in-singapore,Remdesivir approved for Covid-19 treatment in Singapore,10/6/20,5634,3622,1408,604
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-migrant-worker-dormitories-cleared-resume-work-12823762,30 more migrant worker dormitories cleared of COVID-19 infections,10/6/20,3601,3091,366,144
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-singapore-treatment-remdesivir-coronavirus-approve-12822854,Ebola drug remdesivir conditionally approved for COVID-19 treatment in Singapore,10/6/20,3427,2401,807,219
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-jun-9-community-work-pass-moh-12817904,"Singapore reports 218 new COVID-19 cases, 6 cases in the community",9/6/20,13194,9753,2166,1276
Straits Times,https://www.straitstimes.com/singapore/health/218-new-covid-19-cases-in-singapore-including-6-in-community,"218 new Covid-19 cases in Singapore, including 6 in community",9/6/20,8084,5534,1603,947
Straits Times,https://www.straitstimes.com/singapore/every-singaporean-who-needs-a-covid-19-vaccine-will-get-one-when-it-becomes-available,Every Singaporean who needs a Covid-19 vaccine will get one when it becomes available: Lawrence Wong,9/6/20,6225,3946,1364,915
